user,session,keyname,timepress,timerelease
3,2,p,2070,2222
3,2,t,2278,2406
3,2,y,2438,2534
3,2,space,2590,2646
3,2,shift,2766,2974
3,2,d,2926,2998
3,2,u,3022,3079
3,2,m,3231,3326
3,2,p,3751,3870
3,2,t,4087,4215
3,2,y,4367,4479
3,2,space,4534,4662
3,2,s,5007,5175
3,2,a,5215,5374
3,2,t,5318,5438
3,2,space,5406,5550
3,2,o,5678,5886
3,2,n,5862,6022
3,2,space,5974,6094
3,2,a,6070,6222
3,2,space,6183,6350
3,2,w,6430,6510
3,2,a,6606,6750
3,2,l,6630,6678
3,2,l,6806,6942
3,2,.,7327,7446
3,2,space,7478,7598
3,2,shift,8568,8862
3,2,h,8726,8838
3,2,u,8926,8998
3,2,m,9142,9247
3,2,p,9374,9478
3,2,y,9502,9606
3,2,backspace,10471,10598
3,2,t,10599,10726
3,2,y,10782,10886
3,2,space,10926,11030
3,2,d,11142,11279
3,2,backspace,11487,11558
3,2,shift,11710,11838
3,2,d,11766,11886
3,2,u,11918,11990
3,2,m,12158,12270
3,2,p,12583,12710
3,2,t,12758,12966
3,2,y,12990,13054
3,2,space,13070,13182
3,2,h,13230,13342
3,2,a,13303,13390
3,2,d,13414,13566
3,2,space,13542,13678
3,2,a,13646,13798
3,2,space,13766,13902
3,2,g,13926,14022
3,2,r,14126,14246
3,2,e,14198,14335
3,2,a,14310,14454
3,2,t,14414,14558
3,2,space,14534,14630
3,2,f,14670,14806
3,2,a,14830,14974
3,2,l,14950,15022
3,2,l,15086,15190
3,2,.,15254,15358
3,2,space,15414,15534
3,2,shift,15519,15974
3,2,a,15614,15734
3,2,a,15846,15934
3,2,backspace,16400,16502
3,2,l,16638,16734
3,2,l,16798,16926
3,2,space,17591,17726
3,2,t,17766,17886
3,2,h,17862,17966
3,2,e,17910,18038
3,2,space,17990,18158
3,2,k,18182,18238
3,2,i,18334,18462
3,2,n,18422,18590
3,2,g,18526,18670
3,2,',18734,18870
3,2,s,18838,18966
3,2,space,18942,19054
3,2,h,19270,19374
3,2,o,19342,19518
3,2,r,19462,19566
3,2,s,19598,19742
3,2,e,19766,19854
3,2,s,19942,20158
3,2,space,20078,20222
3,2,a,20222,20334
3,2,n,20334,20478
3,2,d,20430,20558
3,2,space,20502,20678
3,2,a,20654,20814
3,2,l,20790,20854
3,2,l,20942,21030
3,2,space,21006,21142
3,2,t,21174,21302
3,2,h,21342,21454
3,2,e,21358,21534
3,2,space,21510,21654
3,2,k,22046,22118
3,2,i,22215,22302
3,2,n,22302,22446
3,2,g,22422,22558
3,2,',22743,22806
3,2,s,23022,23142
3,2,space,23263,23366
3,2,m,23406,23526
3,2,e,23551,23606
3,2,n,23630,23774
3,2,.,24367,24486
3,2,backspace,24959,25030
3,2,space,25182,25318
3,2,shift,25295,25647
3,2,c,25566,25694
3,2,o,25750,25862
3,2,u,25862,25990
3,2,l,25958,26134
3,2,d,26174,26278
3,2,n,26518,26670
3,2,',26623,26773
3,2,t,26750,26901
3,2,space,26870,26982
3,2,p,27142,27294
3,2,u,27270,27445
3,2,t,27366,27501
3,2,space,27470,27549
3,2,shift,27767,28006
3,2,h,27894,27981
3,2,u,28134,28214
3,2,m,28350,28493
3,2,p,28470,28606
3,2,t,28638,28774
3,2,y,28743,28910
3,2,t,28950,29086
3,2,o,29086,29246
3,2,g,29342,29454
3,2,e,29518,29613
3,2,t,29590,29790
3,2,h,29767,29837
3,2,e,29814,29982
3,2,r,29982,30038
3,2,space,30006,30125
3,2,a,30102,30246
3,2,g,30438,30605
3,2,a,30566,30773
3,2,i,30751,30869
3,2,n,30814,30989
3,2,.,31014,31141
3,2,left,35415,36309
3,2,left,36454,36526
3,2,right,36806,36942
3,2,space,37639,37734
3,3,shift,0,270
3,3,t,175,318
3,3,w,319,422
3,3,i,646,742
3,3,n,710,902
3,3,k,926,1054
3,3,l,1143,1262
3,3,e,1326,1430
3,3,.,1494,1630
3,3,space,1631,1718
3,3,t,1990,2087
3,3,w,2110,2254
3,3,i,2278,2390
3,3,n,2366,2573
3,3,k,2550,2701
3,3,l,2726,2918
3,3,e,2950,3094
3,3,.,3271,3405
3,3,space,3391,3525
3,3,l,3550,3637
3,3,i,3678,3774
3,3,t,3830,4078
3,3,l,4118,4254
3,3,e,4278,4422
3,3,space,4407,4542
3,3,s,4662,4782
3,3,t,4870,4982
3,3,a,4966,5101
3,3,.,5126,5254
3,3,backspace,5535,5630
3,3,r,5662,5798
3,3,.,5766,5894
3,3,space,5926,6054
3,3,shift,6439,6694
3,3,h,6590,6742
3,3,o,6830,6958
3,3,w,6902,7005
3,3,left,7911,8702
3,3,left,9038,9102
3,3,t,9935,10077
3,3,right,10062,11173
3,3,space,12119,12230
3,3,shift,13320,13630
3,3,i,13479,13606
3,3,space,13631,13822
3,3,w,13694,13917
3,3,o,13798,13965
3,3,n,13942,14077
3,3,d,14054,14149
3,3,e,14254,14398
3,3,r,14318,14469
3,3,space,14438,14582
3,3,w,14558,14645
3,3,h,14806,14910
3,3,a,14878,15021
3,3,t,15102,15238
3,3,space,15214,15366
3,3,y,15391,15478
3,3,o,15478,15605
3,3,u,15574,15693
3,3,space,15622,15781
3,3,a,15806,15925
3,3,r,15990,16109
3,3,e,16046,16229
3,3,shift,16206,16574
3,3,!,16407,16518
3,3,space,16950,17093
3,3,shift,17166,17806
3,3,y,17471,17549
3,3,backspace,17982,18077
3,3,shift,18190,18638
3,3,u,18503,18661
3,3,p,18806,18901
3,3,space,19070,19181
3,3,a,19366,19502
3,3,b,19526,19629
3,3,o,19606,19765
3,3,v,19814,19909
3,3,e,19990,20101
3,3,space,20062,20237
3,3,t,20238,20373
3,3,h,20358,20477
3,3,e,20414,20534
3,3,space,20454,20605
3,3,w,20766,20910
3,3,o,20910,20957
3,3,r,20982,21125
3,3,l,21150,21277
3,3,d,21246,21373
3,3,space,21342,21509
3,3,s,21510,21645
3,3,o,21614,21725
3,3,space,21942,21989
3,3,h,22567,22693
3,3,i,22670,22789
3,3,g,22766,22909
3,3,h,22886,22989
3,3,.,23078,23237
3,3,space,23214,23341
3,3,shift,23422,23622
3,3,l,23575,23677
3,3,i,23718,23821
3,3,k,23910,24029
3,3,e,23998,24109
3,3,space,24086,24237
3,3,a,24206,24341
3,3,space,24318,24429
3,3,d,24454,24606
3,3,i,24526,24725
3,3,a,24702,24837
3,3,m,24838,24957
3,3,o,24990,25125
3,3,n,25078,25309
3,3,d,25278,25413
3,3,space,25391,25541
3,3,i,25566,25670
3,3,n,25622,25789
3,3,space,26022,26174
3,3,t,26174,26293
3,3,h,26270,26389
3,3,e,26310,26477
3,3,space,26422,26565
3,3,s,26598,26750
3,3,k,26774,26861
3,3,y,26942,27029
3,3,.,27222,27350
3,4,shift,0,262
3,4,t,158,285
3,4,h,389,518
3,4,e,462,621
3,4,space,566,717
3,4,i,741,885
3,4,n,854,973
3,4,t,933,1053
3,4,backspace,1254,1317
3,4,backspace,1397,1502
3,4,t,1526,1622
3,4,s,1646,1806
3,4,y,1894,1965
3,4,space,2134,2181
3,4,b,2230,2349
3,4,i,2365,2493
3,4,t,2462,2589
3,4,space,2566,2613
3,4,s,2645,2829
3,4,backspace,2941,2989
3,4,backspace,3053,3149
3,4,s,3174,3309
3,4,y,3310,3381
3,4,space,3413,3542
3,4,s,3678,3813
3,4,p,3829,3957
3,4,i,3981,4101
3,4,d,4197,4325
3,4,e,4389,4525
3,4,r,4501,4645
3,4,space,4606,4725
3,4,c,4837,4981
3,4,l,4933,5061
3,4,i,5085,5245
3,4,m,5213,5309
3,4,b,5413,5493
3,4,e,5509,5590
3,4,d,5686,5805
3,4,space,5782,5893
3,4,u,5870,6029
3,4,p,5982,6117
3,4,space,6149,6373
3,4,t,6374,6397
3,4,h,6397,6501
3,4,e,6437,6573
3,4,space,6517,6654
3,4,w,6670,6757
3,4,a,6781,6973
3,4,t,6997,7093
3,4,e,7125,7269
3,4,r,7245,7381
3,4,space,7341,7429
3,4,s,8055,8198
3,4,p,8221,8325
3,4,backspace,8542,8605
3,4,backspace,8686,8781
3,4,backspace,8838,8917
3,4,s,9158,9309
3,4,p,9278,9389
3,4,o,9429,9573
3,4,u,9638,9790
3,4,t,9838,9933
3,4,.,10069,10213
3,4,space,10245,10357
3,4,shift,10454,10614
3,4,d,10533,10645
3,4,w,10766,10901
3,4,backspace,11101,11165
3,4,o,11309,11421
3,4,w,11349,11517
3,4,n,11541,11654
3,4,space,11655,11774
3,4,c,11989,12085
3,4,a,12109,12261
3,4,m,12213,12333
3,4,e,12365,12494
3,4,space,12494,12589
3,4,t,12622,12742
3,4,h,12743,12829
3,4,e,12774,12909
3,4,space,12853,13005
3,4,r,13029,13141
3,4,a,13173,13317
3,4,i,13285,13397
3,4,n,13357,13533
3,4,space,13517,13621
3,4,a,14031,14053
3,4,n,14054,14149
3,4,d,14117,14253
3,4,space,14221,14349
3,4,w,14397,14485
3,4,a,14533,14662
3,4,s,14663,14814
3,4,h,14830,14933
3,4,e,14934,15037
3,4,d,15174,15317
3,4,space,15294,15413
3,4,t,15469,15597
3,4,h,15598,15733
3,4,e,15661,15797
3,4,space,15757,15853
3,4,s,15885,16029
3,4,p,16061,16165
3,4,i,16181,16309
3,4,d,16261,16357
3,4,e,16437,16565
3,4,r,16533,16685
3,4,space,16654,16765
3,4,o,16765,16877
3,4,u,16854,16989
3,4,t,16933,17045
3,4,.,17133,17237
3,5,shift,0,270
3,5,m,191,318
3,5,a,319,439
3,5,r,414,566
3,5,y,543,630
3,5,space,654,759
3,5,h,895,1006
3,5,a,982,1110
3,5,d,1134,1262
3,5,space,1214,1334
3,5,a,1310,1454
3,5,space,1431,1550
3,5,l,1526,1670
3,5,i,1646,1822
3,5,t,1743,1823
3,5,t,1878,1974
3,5,l,1998,2118
3,5,e,2070,2222
3,5,space,2166,2278
3,5,l,2334,2478
3,5,a,2606,2734
3,5,m,2735,2807
3,5,b,2943,3030
3,5,.,3503,3638
3,5,space,3670,3774
3,5,w,3887,4022
3,5,h,4062,4214
3,5,o,4183,4382
3,5,s,4423,4558
3,5,e,4807,4910
3,5,space,4934,5046
3,5,f,5142,5294
3,5,l,5262,5366
3,5,e,5398,5486
3,5,e,5598,5614
3,5,c,5774,5839
3,5,e,5951,6086
3,5,space,6055,6222
3,5,w,6182,6302
3,5,a,6318,6414
3,5,s,6446,6622
3,5,space,6590,6694
3,5,w,6750,6894
3,5,h,6879,6998
3,5,i,6942,7118
3,5,t,7062,7174
3,5,e,7150,7310
3,5,space,7270,7390
3,5,a,7391,7542
3,5,s,7566,7774
3,5,space,7711,7838
3,5,s,7862,8006
3,5,n,7983,8126
3,5,o,8086,8214
3,5,w,8182,8334
3,5,.,8358,8447
3,5,space,9047,9182
3,5,shift,9135,9463
3,5,a,9262,9398
3,5,n,9486,9574
3,5,d,9606,9718
3,5,space,9830,9943
3,5,e,10078,10150
3,5,v,10278,10334
3,5,e,10575,10710
3,5,r,10710,10878
3,5,y,10854,10942
3,5,w,11023,11118
3,5,h,11246,11366
3,5,e,11390,11518
3,5,r,11495,11622
3,5,e,11654,11798
3,5,space,11742,11870
3,5,t,11950,12078
3,5,h,12023,12142
3,5,a,12102,12238
3,5,t,12174,12302
3,5,space,12238,12350
3,5,shift,12559,12814
3,5,m,12702,12838
3,5,a,12758,12910
3,5,r,13039,13158
3,5,backspace,13455,13534
3,5,backspace,13608,13726
3,5,a,13703,13862
3,5,r,13782,13958
3,5,y,13934,14023
3,5,space,14135,14294
3,5,w,14326,14422
3,5,e,14630,14742
3,5,n,14766,14886
3,5,t,14950,15047
3,5,.,15262,15406
3,5,space,15382,15518
3,5,t,15638,15758
3,5,h,15790,15910
3,5,backspace,16135,16254
3,5,backspace,16278,16350
3,5,backspace,16431,16470
3,5,space,16718,16822
3,5,shift,16799,17062
3,5,t,16926,17038
3,5,h,17175,17262
3,5,e,17278,17406
3,5,space,17631,17742
3,5,l,17782,17902
3,5,a,17878,18014
3,5,m,18014,18119
3,5,b,18215,18302
3,5,space,18342,18478
3,5,w,18542,18630
3,5,a,18670,18798
3,5,s,18774,18918
3,5,space,18886,19054
3,5,s,19078,19158
3,5,u,19135,19254
3,5,r,19326,19382
3,5,e,19350,19430
3,5,space,19454,19622
3,5,t,19598,19718
3,5,o,19742,19854
3,5,space,20006,20110
3,5,g,20151,20254
3,5,o,20214,20310
3,5,.,20406,20534
3,5,left,23783,24070
3,5,left,24463,25206
3,5,left,25799,26846
3,5,right,27182,27303
3,5,left,30071,31686
3,5,left,31983,32494
3,5,left,32942,34254
3,5,right,34855,35086
3,5,left,35528,35646
3,5,right,35814,36582
3,5,backspace,37359,37447
3,5,shift,37720,38182
3,5,w,37983,38102
3,5,enter,38350,38470
3,6,shift,0,438
3,6,h,263,414
3,6,u,550,622
3,6,m,791,878
3,6,p,862,982
3,6,t,1022,1150
3,6,y,1126,1238
3,6,space,1254,1382
3,6,shift,1478,1678
3,6,d,1614,1654
3,6,u,1710,1806
3,6,m,1918,2086
3,6,p,2062,2182
3,6,t,2270,2382
3,6,y,2406,2486
3,6,space,2510,2622
3,6,s,2678,2911
3,6,a,2912,3006
3,6,t,3022,3166
3,6,space,3134,3254
3,6,o,3294,3454
3,6,n,3422,3542
3,6,space,3510,3630
3,6,a,3654,3782
3,6,space,3750,3886
3,6,w,3887,4006
3,6,a,4038,4190
3,6,l,4158,4214
3,6,l,4294,4382
3,6,.,4598,4742
3,6,space,4718,4863
3,6,shift,4911,5214
3,6,h,5086,5198
3,6,u,5294,5374
3,6,m,5494,5622
3,6,p,5638,5758
3,6,t,5806,5951
3,6,y,5974,6046
3,6,space,6070,6182
3,6,d,6615,6742
3,6,u,6742,6814
3,6,backspace,7095,7150
3,6,backspace,7230,7310
3,6,shift,7455,7591
3,6,d,7510,7622
3,6,u,7654,7750
3,6,m,8295,8366
3,6,p,8494,8614
3,6,t,8638,8790
3,6,y,8766,8878
3,6,space,8926,9022
3,6,h,9142,9278
3,6,a,9238,9350
3,6,d,9374,9534
3,6,space,9486,9606
3,6,a,9583,9710
3,6,space,9694,9822
3,6,g,9822,9926
3,6,r,10031,10142
3,6,e,10110,10245
3,6,a,10222,10365
3,6,t,10334,10525
3,6,space,10494,10542
3,6,f,10582,10694
3,6,a,10718,10862
3,6,l,10838,10902
3,6,l,10967,11070
3,6,.,11118,11230
3,6,space,11278,11398
3,6,shift,11542,11926
3,6,a,11822,11958
3,6,l,12023,12086
3,6,l,12174,12286
3,6,space,12254,12342
3,6,t,12366,12502
3,6,h,12479,12574
3,6,e,12542,12694
3,6,space,12638,12766
3,6,k,12742,12822
3,6,i,12910,13014
3,6,n,12990,13142
3,6,g,13070,13181
3,6,',13270,13413
3,6,s,13358,13493
3,6,space,13470,13598
3,6,h,13694,13846
3,6,o,13814,13950
3,6,r,13990,14102
3,6,s,14118,14270
3,6,e,14302,14413
3,6,s,14478,14622
3,6,space,14591,14717
3,6,a,14742,14845
3,6,n,14822,14950
3,6,d,14894,15013
3,6,space,14990,15110
3,6,a,15150,15302
3,6,l,15278,15357
3,6,l,15438,15550
3,6,space,15582,15694
3,6,t,15718,15838
3,6,h,15814,15902
3,6,e,15838,15982
3,6,space,15926,16062
3,6,k,16095,16174
3,6,i,16270,16334
3,6,n,16310,16526
3,6,g,16414,16526
3,6,',16526,16662
3,6,s,16663,16797
3,6,space,16782,16909
3,6,m,16942,17070
3,6,e,17086,17190
3,6,n,17191,17310
3,6,space,17807,17934
3,6,shift,17958,18215
3,6,c,18127,18238
3,6,o,18302,18397
3,6,u,18414,18525
3,6,l,18494,18693
3,6,d,18630,18749
3,6,n,18766,18957
3,6,',18934,19077
3,6,t,18998,19133
3,6,space,19102,19246
3,6,p,19414,19574
3,6,u,19542,19677
3,6,t,19646,19766
3,6,space,19790,19869
3,6,h,19998,20101
3,6,backspace,20447,20542
3,7,shift,0,296
3,7,h,136,232
3,7,u,393,472
3,7,m,656,792
3,7,p,816,928
3,7,t,992,1111
3,7,y,1136,1207
3,7,space,1280,1400
3,7,t,1633,1776
3,7,o,1730,1840
3,7,g,1872,1952
3,7,e,2032,2151
3,7,t,2128,2248
3,7,h,2288,2416
3,7,e,2360,2512
3,7,r,2488,2696
3,7,space,2656,2792
3,7,a,2768,2904
3,7,g,2944,3103
3,7,a,3072,3231
3,7,i,3208,3287
3,7,n,3256,3448
3,7,.,3425,3576
3,7,shift,6426,6617
3,7,t,6497,6648
3,7,w,6672,6784
3,7,i,6786,6912
3,7,n,6888,7040
3,7,k,7016,7111
3,7,l,7256,7432
3,7,e,7456,7576
3,7,.,7624,7752
3,7,space,7728,7831
3,7,t,8024,8104
3,7,w,8168,8264
3,7,i,8280,8416
3,7,n,8392,8560
3,7,k,8529,8664
3,7,l,8704,8896
3,7,e,8920,9047
3,7,.,9072,9207
3,7,space,9192,9295
3,7,l,9424,9495
3,7,i,9472,9616
3,7,t,9640,9688
3,7,t,9768,9880
3,7,l,9904,10088
3,7,e,10064,10135
3,7,s,10272,10367
3,7,backspace,10609,10728
3,7,space,10697,10848
3,7,s,10816,10912
3,7,t,10928,11047
3,7,a,11024,11192
3,7,r,11216,11312
3,7,.,11552,11704
3,7,space,11681,11791
3,7,shift,11970,12168
3,7,h,12128,12256
3,7,o,12336,12456
3,7,w,12432,12576
3,7,space,12552,12664
3,7,shift,12826,13048
3,7,i,12912,13024
3,7,space,13024,13135
3,7,w,13112,13248
3,7,o,13208,13295
3,7,u,13296,13392
3,7,backspace,13657,13768
3,7,n,13944,14064
3,7,d,14168,14264
3,7,e,14400,14471
3,7,r,14448,14680
3,7,space,14600,14712
3,7,w,14816,14935
3,7,h,14912,15039
3,7,a,14976,15135
3,7,t,15104,15239
3,7,space,15208,15335
3,7,o,15368,15559
3,7,y,15536,15599
3,7,backspace,15817,15895
3,7,backspace,15968,16064
3,7,y,16152,16231
3,7,o,16192,16367
3,7,u,16336,16463
3,7,space,16440,16559
3,7,a,16584,16720
3,7,r,16744,16839
3,7,e,16792,16951
3,7,shift,17048,17351
3,7,!,17176,17303
3,7,space,17889,18015
3,7,shift,18048,18464
3,7,u,18352,18465
3,7,p,18632,18752
3,7,space,18792,18927
3,7,a,19000,19159
3,7,b,19137,19239
3,7,o,19264,19375
3,7,v,19440,19528
3,7,e,19608,19704
3,7,space,19656,19784
3,7,t,19912,19951
3,7,h,19936,20047
3,7,e,19992,20127
3,7,space,20072,20199
3,7,w,20200,20303
3,7,o,20304,20407
3,7,r,20432,20527
3,7,l,20552,20696
3,7,d,20664,20792
3,7,space,20760,20880
3,7,s,21056,21199
3,7,o,21112,21263
3,7,space,21240,21343
3,7,h,21520,21639
3,7,i,21672,21784
3,7,g,21808,21943
3,7,h,21920,22023
3,7,.,22120,22239
3,7,space,22264,22391
3,7,shift,23298,23496
3,7,l,23440,23583
3,7,i,23696,23719
3,7,k,23800,23912
3,7,e,23856,23991
3,7,space,23952,24071
3,7,a,24104,24263
3,7,space,24216,24327
3,7,d,24376,24511
3,7,i,24536,24663
3,7,a,24688,24863
3,7,m,24840,24983
3,7,o,24960,25119
3,7,n,25080,25215
3,7,d,25176,25399
3,7,space,25288,25423
3,7,i,25424,25487
3,7,n,25456,25599
3,7,space,25536,25631
3,7,t,25704,25823
3,7,h,25800,25936
3,7,e,25864,26023
3,7,space,25968,26103
3,7,s,26120,26231
3,7,k,26312,26447
3,7,y,26600,26679
3,7,.,26896,27072
3,7,backspace,28033,28128
3,7,.,28448,28528
3,8,shift,0,476
3,8,t,326,461
3,8,h,501,620
3,8,e,597,724
3,8,space,661,796
3,8,i,925,1068
3,8,t,1237,1309
3,8,s,1373,1485
3,8,y,1517,1644
3,8,space,1621,1700
3,8,b,1773,1876
3,8,i,1909,1988
3,8,t,1989,2092
3,8,s,2164,2316
3,8,y,2341,2428
3,8,space,2469,2597
3,8,s,2652,2804
3,8,p,2789,2917
3,8,i,2981,3156
3,8,d,3133,3212
3,8,e,3301,3421
3,8,r,3437,3565
3,8,space,3589,3676
3,8,c,3821,3988
3,8,l,3989,4076
3,8,i,4053,4236
3,8,m,4213,4308
3,8,b,4421,4501
3,8,e,4525,4621
3,8,d,4733,4860
3,8,space,4829,4988
3,8,u,4932,5108
3,8,p,5085,5220
3,8,space,5269,5372
3,8,t,5397,5501
3,8,h,5485,5661
3,8,e,5525,5684
3,8,space,5685,5764
3,8,w,5741,5836
3,8,a,5852,6036
3,8,r,6013,6148
3,8,backspace,6405,6493
3,8,t,6517,6612
3,8,e,6653,6804
3,8,r,6757,6900
3,8,space,6901,7020
3,8,backspace,7333,7436
3,8,s,7461,7597
3,8,p,7621,7764
3,8,o,7741,7876
3,8,u,8117,8228
3,8,t,8276,8396
3,8,.,8469,8620
3,8,space,8597,8692
3,8,shift,8933,9148
3,8,d,9053,9149
3,8,o,9237,9348
3,8,w,9332,9452
3,8,n,9468,9557
3,8,space,9558,9676
3,8,c,9821,9964
3,8,a,9965,10124
3,8,m,10125,10284
3,8,e,10260,10340
3,8,space,10316,10420
3,8,t,10444,10564
3,8,h,10533,10652
3,8,e,10589,10708
3,8,space,10740,10884
3,8,r,10756,10924
3,8,backspace,11389,11420
3,8,r,11717,11868
3,8,a,11845,11980
3,8,i,11948,12044
3,8,n,12004,12148
3,8,space,12172,12268
3,8,a,12268,12388
3,8,n,12356,12500
3,8,d,12444,12581
3,8,space,12532,12660
3,8,w,12901,12988
3,8,a,13044,13164
3,8,s,13220,13372
3,8,h,13348,13460
3,8,e,13493,13564
3,8,d,13669,13756
3,8,space,13732,13900
3,8,t,13901,14052
3,8,h,14013,14148
3,8,e,14076,14204
3,8,space,14228,14380
3,8,s,14340,14509
3,8,p,14469,14596
3,8,i,14613,14740
3,8,d,14693,14764
3,8,e,14853,14956
3,8,r,14932,15092
3,8,space,15036,15172
3,8,o,15197,15324
3,8,u,15300,15420
3,8,t,15388,15508
3,8,.,15532,15653
3,9,shift,0,215
3,9,m,159,270
3,9,a,239,318
3,9,r,342,494
3,9,y,470,590
3,9,space,566,686
3,9,h,766,895
3,9,a,839,958
3,9,d,974,1102
3,9,space,1072,1294
3,9,a,1174,1342
3,9,space,1318,1414
3,9,l,1703,1846
3,9,i,1823,1910
3,9,t,1934,1974
3,9,t,2055,2150
3,9,l,2182,2318
3,9,e,2287,2414
3,9,space,2366,2486
3,9,l,2814,2966
3,9,a,2911,3038
3,9,m,3127,3214
3,9,b,3311,3390
3,9,.,3574,3678
3,9,space,3951,4079
3,9,shift,4336,4519
3,9,w,4423,4542
3,9,h,4566,4662
3,9,e,4686,4742
3,9,o,4782,4887
3,9,backspace,5023,5094
3,9,backspace,5167,5238
3,9,o,5342,5470
3,9,s,5447,5542
3,9,e,5590,5718
3,9,space,5695,5822
3,9,f,6039,6143
3,9,l,6144,6254
3,9,e,6278,6342
3,9,e,6438,6486
3,9,c,6614,6694
3,9,e,6790,6926
3,9,space,6903,7006
3,9,w,7007,7102
3,9,a,7142,7270
3,9,s,7239,7422
3,9,space,7350,7486
3,9,w,7510,7638
3,9,h,7639,7766
3,9,i,7719,7846
3,9,t,7790,7878
3,9,space,7934,8102
3,9,e,8046,8158
3,9,backspace,8295,8366
3,9,backspace,8438,8566
3,9,e,8543,8678
3,9,space,8622,8766
3,9,a,8742,8878
3,9,s,8902,9094
3,9,space,9038,9174
3,9,s,9206,9366
3,9,n,9319,9446
3,9,o,9390,9526
3,9,w,9526,9606
3,9,.,9726,9838
3,9,space,9838,9919
3,9,shift,9999,10182
3,9,a,10102,10214
3,9,n,10214,10326
3,9,d,10327,10438
3,9,space,10462,10590
3,9,e,10927,11046
3,9,v,11142,11222
3,9,e,11327,11438
3,9,r,11414,11566
3,9,y,11542,11646
3,9,w,11702,11822
3,9,h,11822,11950
3,9,e,11911,12078
3,9,e,12639,12702
3,9,backspace,12951,13078
3,9,r,13054,13174
3,9,e,13118,13238
3,9,space,13262,13399
3,9,t,13462,13614
3,9,h,13494,13614
3,9,a,13590,13750
3,9,t,13694,13830
3,9,space,13782,13886
3,9,m,14182,14326
3,9,a,14286,14374
3,9,backspace,14543,14606
3,9,backspace,14694,14758
3,9,shift,14888,15078
3,9,m,14983,15142
3,9,a,15142,15262
3,9,r,15286,15423
3,9,y,15446,15526
3,9,space,15582,15718
3,9,shift,15806,15975
3,9,w,16239,16342
3,9,e,16366,16470
3,9,n,16502,16654
3,9,t,16734,16854
3,9,.,17159,17294
3,9,space,17783,17903
3,9,shift,18544,18710
3,9,t,18614,18742
3,9,h,18822,18942
3,9,e,18919,19046
3,9,space,19006,19150
3,9,shift,19190,19350
3,9,l,19551,19670
3,9,a,19646,19798
3,9,m,19774,19846
3,9,b,19967,20054
3,9,space,20142,20262
3,9,w,20414,20510
3,9,a,20542,20686
3,9,s,20662,20814
3,9,space,20766,20878
3,9,s,20902,21062
3,9,u,21086,21174
3,9,r,21198,21294
3,9,e,21262,21398
3,9,space,21382,21470
3,9,t,21495,21622
3,9,o,21558,21670
3,9,space,21646,21734
3,9,g,21790,21910
3,9,o,22046,22134
3,9,.,22286,22390
3,10,shift,0,246
3,10,h,135,262
3,10,u,342,414
3,10,m,550,703
3,10,p,678,814
3,10,t,838,918
3,10,y,934,1038
3,10,space,1070,1126
3,10,shift,1424,1614
3,10,d,1526,1615
3,10,u,1638,1702
3,10,m,1846,1942
3,10,p,1966,2102
3,10,t,2126,2238
3,10,y,2214,2310
3,10,space,2334,2423
3,10,s,2599,2742
3,10,a,2743,2894
3,10,t,2870,3022
3,10,space,2990,3102
3,10,o,3126,3254
3,10,n,3198,3358
3,10,space,3286,3430
3,10,a,3431,3542
3,10,space,3511,3622
3,10,w,3646,3758
3,10,a,3830,3982
3,10,l,3918,4014
3,10,l,4054,4182
3,10,.,4318,4438
3,10,space,4454,4567
3,10,shift,4792,5382
3,10,h,5231,5358
3,10,u,5478,5542
3,10,m,5687,5791
3,10,p,5806,5934
3,10,t,5958,6062
3,10,y,6038,6142
3,10,space,6182,6270
3,10,shift,6463,6575
3,10,d,6511,6598
3,10,u,7247,7334
3,10,m,7486,7646
3,10,p,7599,7718
3,10,t,7742,7830
3,10,y,7878,7974
3,10,space,8006,8110
3,10,h,8190,8350
3,10,a,8326,8454
3,10,d,8518,8678
3,10,space,8655,8798
3,10,a,8775,8982
3,10,space,9006,9190
3,10,g,9214,9334
3,10,r,9462,9582
3,10,e,9558,9662
3,10,a,9686,9822
3,10,t,9750,9862
3,10,space,9862,9942
3,10,f,9990,10110
3,10,a,10142,10278
3,10,l,10254,10334
3,10,l,10406,10494
3,10,.,10558,10678
3,10,space,10702,10758
3,10,shift,10838,11510
3,10,space,10870,10918
3,10,backspace,11687,11774
3,10,shift,11895,12158
3,10,a,11990,12126
3,10,l,12286,12390
3,10,l,12462,12566
3,10,t,12775,12886
3,10,backspace,13190,13294
3,10,space,13318,13422
3,10,t,13422,13542
3,10,h,13518,13606
3,10,e,13630,13750
3,10,space,13719,13846
3,10,k,14286,14366
3,10,i,14462,14550
3,10,n,14526,14711
3,10,g,14622,14726
3,10,',14750,14870
3,10,s,14894,15014
3,10,space,15046,15174
3,10,h,16287,16414
3,10,o,16382,16518
3,10,s,16558,16662
3,10,backspace,16911,17022
3,10,r,16982,17086
3,10,s,17102,17230
3,10,e,17278,17422
3,10,space,17398,17494
3,10,backspace,18431,18518
3,10,s,18542,18678
3,10,space,18646,18766
3,10,a,19151,19318
3,10,n,19271,19382
3,10,d,19422,19566
3,10,space,19566,19703
3,10,a,19790,19926
3,10,l,20199,20254
3,10,l,20326,20398
3,10,space,20534,20654
3,10,t,20847,20942
3,10,h,20943,21030
3,10,e,21150,21262
3,10,space,21366,21486
3,10,k,21895,22014
3,10,i,22070,22150
3,10,n,22262,22358
3,10,g,22654,22766
3,10,',22838,23022
3,10,s,23046,23150
